abbonamento	Maskulin	abbonamenti
abbraccio	Maskulin	abbracci
accendino	Maskulin	accendini
accordo	Maskulin	accordi
adulta	Feminin	adulte
adulto	Maskulin	adulti
affitto	Maskulin	affitti
aiuto	Maskulin	aiuti
alimentari	Maskulin	alimentari
anello	Maskulin	anelli
anticipo	Maskulin	anticipi
antipasto	Maskulin	antipasti
anziana	Feminin	anziane
anziano	Maskulin	anziani
aperitivo	Maskulin	aperitivi
appetito	Maskulin	appetiti
arancia	Feminin	arance
argento	Maskulin	argenti
aria	Feminin	arie
armadio	Maskulin	armadi
arrivo	Maskulin	arrivi
arrosto	Maskulin	arrosti
articolo	Maskulin	articoli
ascensore	Maskulin	ascensori
asciugamano	Maskulin	asciugamani
aula	Feminin	aule
auto	Feminin	auto
automobile	Feminin	automobili
autostrada	Feminin	autostrade
baffo	Maskulin	baffi
balcone	Maskulin	balconi
bambola	Feminin	bambole
banana	Feminin	banane
banco	Maskulin	banchi
barba	Feminin	barbe
barca	Feminin	barche
benzina	Feminin	benzine
bibita	Feminin	bibite
biblioteca	Feminin	biblioteche
biglietteria	Feminin	biglietterie
bisogno	Maskulin	bisogni
bistecca	Feminin	bistecche
bocca	Feminin	bocche
bosco	Maskulin	boschi
braccio	Maskulin	bracci(M),braccia(F)
buio	Maskulin	bui
burro	Maskulin	burri
calcio	Maskulin	calci
caldo	Maskulin	caldi
campeggio	Maskulin	campeggi
camper	Maskulin	camper
cantina	Feminin	cantine
capo	Maskulin	capi
cappello	Maskulin	cappelli
carota	Feminin	carote
casalinga	Feminin	casalinghe
casalingo	Maskulin	casalinghi
cassa	Feminin	casse
cavallo	Maskulin	cavalli
centimetro	Maskulin	centimetri
chilo	Maskulin	chili
chilometro	Maskulin	chilometri
cielo	Maskulin	cieli
cioccolato	Maskulin	cioccolati
cognata	Feminin	cognate
cognato	Maskulin	cognati
collana	Feminin	collane
collega	Maskulin,Feminin	colleghi,colleghe
collina	Feminin	colline
commessa	Feminin	commesse
commesso	Maskulin	commessi
comodino	Maskulin	comodini
compito	Maskulin	compiti
complimento	Maskulin	complimenti
concerto	Maskulin	concerti
confine	Maskulin	confini
congratulazione	Feminin	congratulazioni
contorno	Maskulin	contorni
conversazione	Feminin	conversazioni
coperta	Feminin	coperte
coppia	Feminin	coppie
corpo	Maskulin	corpi
costo	Maskulin	costi
cotone	Maskulin	cotoni
crema	Feminin	creme
crociera	Feminin	crociere
cugina	Feminin	cugine
cugino	Maskulin	cugini
cultura	Feminin	culture
cuscino	Maskulin	cuscini
dente	Maskulin	denti
dentifricio	Maskulin	dentifrici
dettato	Maskulin	dettati
dialogo	Maskulin	dialoghi
dipinto	Maskulin	dipinti
direttore	Maskulin	direttori
direttrice	Feminin	direttrici
discoteca	Feminin	discoteche
distributore	Maskulin	distributori
dito	Maskulin	dita(F)
ditta	Feminin	ditte
divano	Maskulin	divani
divertimento	Maskulin	divertimenti
dizionario	Maskulin	dizionari
dogana	Feminin	dogane
dolce	Maskulin	dolci
economia	Feminin	economie
entrata	Feminin	entrate
erba	Feminin	erbe
errore	Maskulin	errori
esame	Maskulin	esami
esempio	Maskulin	esempi
est	Maskulin	/
età	Feminin	età
etto	Maskulin	etti
faccia	Feminin	facce
facoltà	Feminin	facoltà
fattoria	Feminin	fattorie
febbre	Maskulin	febbri
ferro	Maskulin	ferri
fetta	Feminin	fette
fiammifero	Maskulin	fiammiferi
fidanzata	Feminin	fidanzate
fidanzato	Maskulin	fidanzati
fine	Feminin	fini
firma	Feminin	firme
fiume	Maskulin	fiumi
foglio	Maskulin	fogli
formaggio	Maskulin	formaggi
fornello	Maskulin	fornelli
forno	Maskulin	forni
fortuna	Feminin	fortune
frase	Feminin	frasi
freddo	Maskulin	freddi
freezer	Maskulin	freezer
frigorifero	Maskulin	frigoriferi
fronte	Feminin	fronti
fulmine	Maskulin	fulmini
fuoco	Maskulin	fuochi
gamba	Feminin	gambe
garage	Maskulin	garage
gas	Maskulin	gas
gelato	Maskulin	gelati
genero	Maskulin	generi
genitore	Maskulin	genitori
geografia	Feminin	geografie
ghiaccio	Maskulin	ghiacci
ginnastica	Feminin	ginnastiche
giocattolo	Maskulin	giocattoli
gioco	Maskulin	giochi
giornalista	Maskulin,Feminin	giornalisti,giornaliste
giro	Maskulin	giri
gita	Feminin	gite
grado	Maskulin	gradi
guanto	Maskulin	guanti
guida	Feminin	guide
idea	Feminin	idee
identità	Feminin	identità
impermeabile	Maskulin	impermeabili
impiegata	Feminin	impiegate
impiegato	Maskulin	impiegati
infermiera	Feminin	infermiere
infermiere	Maskulin	infermieri
ingegnere	Maskulin	ingegneri
inizio	Maskulin	inizi
insalata	Feminin	insalate
isola	Feminin	isole
lampada	Feminin	lampade
lana	Feminin	lane
lavagna	Feminin	lavagne
lavanderia	Feminin	lavanderie
lavandino	Maskulin	lavandini
lavastoviglie	Feminin	lavastoviglie
lavatrice	Feminin	lavatrici
legno	Maskulin	legni
lenzuolo	Maskulin	lenzuoli
libreria	Feminin	librerie
litro	Maskulin	litri
