abitante	Maskulin,Feminin	abitanti
accento	Maskulin	accenti
acconto	Maskulin	acconti
aglio	Maskulin	agli
alba	Feminin	albe
alloggio	Maskulin	alloggi
ambulanza	Feminin	ambulanze
ambulatorio	Maskulin	ambulatori
amicizia	Feminin	amicizie
analisi	Feminin	analisi
angolo	Maskulin	angoli
annuncio	Maskulin	annunci
ansia	Feminin	ansie
appunto	Maskulin	appunti
asilo	Maskulin	asili
assegno	Maskulin	assegni
attesa	Feminin	attese
attore	Maskulin	attori
attrice	Feminin	attrici
avverbio	Maskulin	avverbi
bagaglio	Maskulin	bagagli
bancomat	Maskulin	bancomat
banconota	Feminin	banconote
bilancia	Feminin	bilance
bilocale	Maskulin	bilocali
binario	Maskulin	binari
calma	Feminin	/
camion	Maskulin	camion
campo	Maskulin	campi
canale	Maskulin	canali
canguro	Maskulin	canguri
cantante	Maskulin,Feminin	cantanti
capodanno	Maskulin	capodanni
carnevale	Maskulin	carnevali
cartone	Maskulin	cartoni
cassettiera	Feminin	cassettiere
causa	Feminin	cause
cerotto	Maskulin	cerotti
cervello	Maskulin	cervelli
cimitero	Maskulin	cimiteri
cipolla	Feminin	cipolle
cliente	Maskulin,Feminin	clienti
clima	Maskulin	climi
clinica	Feminin	cliniche
coincidenza	Feminin	coincidenze
collegio	Maskulin	collegi
collezione	Feminin	collezioni
colloquio	Maskulin	colloqui
colpa	Feminin	colpe
commedia	Feminin	commedie
compagnia	Feminin	compagnie
complemento	Maskulin	complementi
Comune	Maskulin	Comuni
comunicazione	Feminin	comunicazioni
concorso	Maskulin	concorsi
condoglianza	Feminin	condoglianze
condominio	Maskulin	condomini
conoscenza	Feminin	conoscenze
consiglio	Maskulin	consigli
contante	Maskulin	contanti
copia	Feminin	copie
costruzione	Feminin	costruzioni
cuore	Maskulin	cuori
curriculum vitae	Maskulin	curricula vitae
denaro	Maskulin	denari
dentista	Maskulin,Feminin	dentisti,dentiste
dialetto	Maskulin	dialetti
diario	Maskulin	diari
dieta	Feminin	diete
diploma	Maskulin	diplomi
direzione	Feminin	direzioni
discesa	Feminin	discese
disoccupata	Feminin	disoccupate
disoccupato	Maskulin	disoccupati
dispensa	Feminin	dispense
documentario	Maskulin	documentari
dolore	Maskulin	dolori
duomo	Maskulin	duomi
elettricista	Maskulin,Feminin	elettricisti,elettriciste
elicottero	Maskulin	elicotteri
emergenza	Feminin	emergenze
emozione	Feminin	emozioni
esperienza	Feminin	esperienze
farina	Feminin	farine
favola	Feminin	favole
felicità	Feminin	felicità
feria	Feminin	ferie
ferita	Feminin	ferite
fiction	Feminin	fiction
fontana	Feminin	fontane
forma	Feminin	forme
forza	Feminin	forze
freno	Maskulin	freni
fretta	Feminin	frette
frullatore	Maskulin	frullatori
fumetto	Maskulin	fumetti
fumo	Maskulin	fumi
futuro	Maskulin	futuri
gara	Feminin	gare
genere	Maskulin	generi
gente	Feminin	genti
giardinaggio	Maskulin	giardinaggi
giocatore	Maskulin	giocatori
giocatrice	Feminin	giocatrici
gioia	Feminin	gioie
grammo	Maskulin	grammi
gruppo	Maskulin	gruppi
guasto	Maskulin	guasti
gusto	Maskulin	gusti
idraulico	Maskulin	idraulici
impegno	Maskulin	impegni
impianto	Maskulin	impianti
incendio	Maskulin	incendi
incidente	Maskulin	incidenti
incrocio	Maskulin	incroci
incubo	Maskulin	incubi
istituto	Maskulin	istituti
ladra	Feminin	ladre
ladro	Maskulin	ladri
laurea	Feminin	lauree
leone	Maskulin	leoni
liceo	Maskulin	licei
linea	Feminin	linee
lirica	Feminin	liriche
locale	Maskulin	locali
lotto	Maskulin	lotti
lupo	Maskulin	lupi
maestra	Feminin	maestre
maestro	Maskulin	maestri
malattia	Feminin	malattie
marca	Feminin	marche
marciapiede	Maskulin	marciapiedi
master	Maskulin	master
mensile	Maskulin	mensili
mensola	Feminin	mensole
metallo	Maskulin	metalli
metropoli	Feminin	metropoli
modo	Maskulin	modi
modulo	Maskulin	moduli
moneta	Feminin	monete
monolocale	Maskulin	monolocali
morte	Feminin	morti
motivo	Maskulin	motivi
motore	Maskulin	motori
notizia	Feminin	notizie
novità	Feminin	novità
occasione	Feminin	occasioni
odio	Maskulin	odii
offerta	Feminin	offerte
opera	Feminin	opere
opinione	Feminin	opinioni
ordine	Maskulin	ordini
ospitalità	Feminin	/
paese	Maskulin	paesi
parere	Maskulin	pareri
passaggio	Maskulin	passaggi
passione	Feminin	passioni
pazienza	Feminin	/
pediatra	Maskulin,Feminin	pediatri,pediatre
periodo	Maskulin	periodi
permesso	Maskulin	permessi
phon	Maskulin	phon
pieno	Maskulin	pieni
pillola	Feminin	pillole
pittore	Maskulin	pittori
pittrice	Feminin	pittrici
pittura	Feminin	pitture
pizzico	Maskulin	pizzichi
plastica	Feminin	plastiche
plurale	Maskulin	plurali
poesia	Feminin	poesie
poeta	Maskulin	poeti
poetessa	Feminin	poetesse
pompiere	Maskulin	pompieri
pop	Maskulin	/
porto	Maskulin	porti
possibilità	Feminin	possibilità
postino	Maskulin	postini
prefisso	Maskulin	prefissi
preposizione	Feminin	preposizioni
preside	Maskulin,Feminin	presidi
previsione	Feminin	previsioni
prezzemolo	Maskulin	prezzemoli
prodotto	Maskulin	prodotti
pronome	Maskulin	pronomi
pronuncia	Feminin	pronunce
protagonista	Maskulin,Feminin	protagonisti,protagoniste
pubblicità	Feminin	pubblicità
pulizia	Feminin	pulizie
quartiere	Maskulin	quartieri
questura	Feminin	questure
quotidiano	Maskulin	quotidiani
racchetta	Feminin	racchette
raccomandata	Feminin	raccomandate
regista	Maskulin,Feminin	registi,registe
reparto	Maskulin	reparti
rettore	Maskulin	rettori
