1134	abitante	Substantiv	B1
1135	accanto	Adverb	B1
1136	accento	Substantiv	B1
1137	accomodarsi	Verb	B1
1138	acconto	Substantiv	B1
1139	acido	Adjektiv	B1
1140	affettuoso	Adjektiv	B1
1141	aggiungere	Verb	B1
1142	aggiustare	Verb	B1
1143	aglio	Substantiv	B1
1144	alba	Substantiv	B1
1145	allergico	Adjektiv	B1
1146	alloggio	Substantiv	B1
1147	almeno	Adverb	B1
1148	ambulanza	Substantiv	B1
1149	ambulatorio	Substantiv	B1
1150	amicizia	Substantiv	B1
1151	ammalarsi	Verb	B1
1152	ammobiliato	Adjektiv	B1
1153	analisi	Substantiv	B1
1154	angolo	Substantiv	B1
1155	annuncio	Substantiv	B1
1156	ansia	Substantiv	B1
1157	ansioso	Adjektiv	B1
1158	appassionato	Adjektiv	B1
1159	appunto	Substantiv	B1
1160	asilo	Substantiv	B1
1161	aspro	Adjektiv	B1
1162	assegno	Substantiv	B1
1163	assolutamente	Adverb	B1
1164	attendere	Verb	B1
1165	attentamente	Adverb	B1
1166	attesa	Substantiv	B1
1167	attore	Substantiv	B1
1168	attrice	Substantiv	B1
1169	avaro	Adjektiv	B1
1170	avverbio	Substantiv	B1
1171	bagaglio	Substantiv	B1
1172	bagnare	Verb	B1
1173	bagnarsi	Verb	B1
1174	bancomat	Substantiv	B1
1175	banconota	Substantiv	B1
1176	beh	Interjektion	B1
1177	bilancia	Substantiv	B1
1178	bilocale	Substantiv	B1
1179	binario	Substantiv	B1
1180	bisognare	Verb	B1
1181	bocciare	Verb	B1
1182	bollente	Adjektiv	B1
1183	bollire	Verb	B1
1184	breve	Adjektiv	B1
1185	bruciarsi	Verb	B1
1186	buttare	Verb	B1
1187	cadere	Verb	B1
1188	calma	Substantiv	B1
1189	calmarsi	Verb	B1
1190	camion	Substantiv	B1
1191	campo	Substantiv	B1
1192	canale	Substantiv	B1
1193	canguro	Substantiv	B1
1194	cantante	Substantiv	B1
1195	capace	Adjektiv	B1
1196	capodanno	Substantiv	B1
1197	caricare	Verb	B1
1198	carnevale	Substantiv	B1
1199	cartone	Substantiv	B1
1200	cassettiera	Substantiv	B1
1201	causa	Substantiv	B1
1202	cerotto	Substantiv	B1
1203	certamente	Adverb	B1
1204	cervello	Substantiv	B1
1205	chiacchierare	Verb	B1
1206	cimitero	Substantiv	B1
1207	cioè	Konjunktion	B1
1208	cipolla	Substantiv	B1
1209	classico	Adjektiv	B1
1210	cliccare	Verb	B1
1211	cliente	Substantiv	B1
1212	clima	Substantiv	B1
1213	clinica	Substantiv	B1
1214	coincidenza	Substantiv	B1
1215	collegio	Substantiv	B1
1216	collezionare	Verb	B1
1217	collezione	Substantiv	B1
1218	colloquio	Substantiv	B1
1219	colpa	Substantiv	B1
1220	commedia	Substantiv	B1
1221	compagnia	Substantiv	B1
1222	compilare	Verb	B1
1223	complemento	Substantiv	B1
1224	complicare	Verb	B1
1225	comportarsi	Verb	B1
1226	Comune	Substantiv	B1
1227	comunicare	Verb	B1
1228	comunicazione	Substantiv	B1
1229	comunque	Konjunktion	B1
1230	concorso	Substantiv	B1
1231	condizionare	Verb	B1
1232	condoglianza	Substantiv	B1
1233	condominio	Substantiv	B1
1234	confuso	Adjektiv	B1
1235	connettersi	Verb	B1
1236	conoscenza	Substantiv	B1
1237	consegnare	Verb	B1
1238	consigliare	Verb	B1
1239	consiglio	Substantiv	B1
1240	contante	Substantiv	B1
1241	contattare	Verb	B1
1242	contemporaneo	Adjektiv	B1
1243	copia	Substantiv	B1
1244	coraggio	Interjektion	B1
1245	cordiale	Adjektiv	B1
1246	cordialmente	Adverb	B1
1247	corrente	Adjektiv	B1
1248	costoso	Adjektiv	B1
1249	costruire	Verb	B1
1250	costruzione	Substantiv	B1
1251	crepare	Verb	B1
1252	crudo	Adjektiv	B1
1253	cui	Pronomen	B1
1254	cuocere	Verb	B1
1255	cuore	Substantiv	B1
1256	curioso	Adjektiv	B1
1257	curriculum vitae	Substantiv	B1
1258	dappertutto	Adverb	B1
1259	davvero	Adverb	B1
1260	decidere	Verb	B1
1261	denaro	Substantiv	B1
1262	dentista	Substantiv	B1
1263	deprimere	Verb	B1
1264	descrivere	Verb	B1
1265	dialetto	Substantiv	B1
1266	diario	Substantiv	B1
1267	dieta	Substantiv	B1
1268	differente	Adjektiv	B1
1269	dipendere	Verb	B1
1270	diploma	Substantiv	B1
1271	diplomarsi	Verb	B1
1272	direttamente	Adverb	B1
1273	direzione	Substantiv	B1
1274	discesa	Substantiv	B1
1275	disoccupata	Adjektiv	B1
1276	disoccupata	Substantiv	B1
1277	disoccupato	Adjektiv	B1
1278	disoccupato	Substantiv	B1
1279	dispensa	Substantiv	B1
1280	disperare	Verb	B1
1281	distinto	Adjektiv	B1
1282	diventare	Verb	B1
1283	documentario	Substantiv	B1
1284	dolore	Substantiv	B1
1285	dopo	Präposition	B1
1286	dopodomani	Adverb	B1
1287	dunque	Konjunktion	B1
1288	duomo	Substantiv	B1
1289	durare	Verb	B1
1290	duro	Adjektiv	B1
1291	eccezionale	Adjektiv	B1
1292	egoista	Adjektiv	B1
1293	egregio	Adjektiv	B1
1294	eh	Interjektion	B1
1295	elettricista	Substantiv	B1
1296	elicottero	Substantiv	B1
1297	emergenza	Substantiv	B1
1298	emozione	Substantiv	B1
1299	esperienza	Substantiv	B1
1300	esprimere	Verb	B1
1301	estroverso	Adjektiv	B1
1302	famoso	Adjektiv	B1
1303	fantastico	Adjektiv	B1
1304	farina	Substantiv	B1
1305	favola	Substantiv	B1
1306	felicità	Substantiv	B1
1307	feria	Substantiv	B1
1308	ferire	Verb	B1
1309	ferirsi	Verb	B1
1310	ferita	Substantiv	B1
1311	fermare	Verb	B1
1312	festeggiare	Verb	B1
1313	fiction	Substantiv	B1
1314	finale	Adjektiv	B1
1315	finalmente	Adverb	B1
1316	fontana	Substantiv	B1
1317	forma	Substantiv	B1
1318	forza	Substantiv	B1
1319	forza	Interjektion	B1
1320	freno	Substantiv	B1
1321	fretta	Substantiv	B1
1322	friggere	Verb	B1
1323	frullatore	Substantiv	B1
1324	fumetto	Substantiv	B1
1325	fumo	Substantiv	B1
1326	funzionare	Verb	B1
1327	fuori	Präposition	B1
1328	futuro	Substantiv	B1
1329	gara	Substantiv	B1
1330	gelato	Adjektiv	B1
1331	generalmente	Adverb	B1
1332	genere	Substantiv	B1
1333	generoso	Adjektiv	B1
1334	gente	Substantiv	B1
1335	giardinaggio	Substantiv	B1
1336	giocatore	Substantiv	B1
1337	giocatrice	Substantiv	B1
1338	gioia	Substantiv	B1
1339	grammo	Substantiv	B1
1340	grosso	Adjektiv	B1
1341	gruppo	Substantiv	B1
1342	guadagnare	Verb	B1
1343	guarire	Verb	B1
1344	guasto	Adjektiv	B1
1345	guasto	Substantiv	B1
1346	gusto	Substantiv	B1
1347	idraulico	Substantiv	B1
1348	immaginare	Verb	B1
1349	impaziente	Adjektiv	B1
1350	impegnare	Verb	B1
1351	impegno	Substantiv	B1
1352	impianto	Substantiv	B1
1353	importare	Verb	B1
1354	improbabile	Adjektiv	B1
1355	improvvisamente	Adverb	B1
1356	improvviso	Adjektiv	B1
1357	incendio	Substantiv	B1
1358	incidente	Substantiv	B1
1359	incominciare	Verb	B1
1360	incredibile	Adjektiv	B1
1361	incrocio	Substantiv	B1
1362	incubo	Substantiv	B1
1363	indifferente	Adjektiv	B1
1364	indimenticabile	Adjektiv	B1
1365	infatti	Konjunktion	B1
1366	infine	Adverb	B1
1367	informare	Verb	B1
1368	innamorarsi	Verb	B1
1369	inoltre	Adverb	B1
1370	insipido	Adjektiv	B1
1371	insomma	Adverb	B1
1372	interessarsi	Verb	B1
1373	introverso	Adjektiv	B1
1374	invece	Konjunktion	B1
1375	inventare	Verb	B1
1376	inviare	Verb	B1
1377	istituto	Substantiv	B1
1378	ladra	Substantiv	B1
1379	ladro	Substantiv	B1
1380	laurea	Substantiv	B1
1381	laurearsi	Verb	B1
1382	lentamente	Adverb	B1
1383	leone	Substantiv	B1
1384	liceo	Substantiv	B1
1385	linea	Substantiv	B1
1386	liquido	Adjektiv	B1
1387	lirica	Adjektiv	B1
1388	lirica	Substantiv	B1
1389	locale	Substantiv	B1
1390	lotto	Substantiv	B1
1391	lupo	Substantiv	B1
1392	maestra	Substantiv	B1
1393	maestro	Substantiv	B1
1394	maggiore	Adjektiv	B1
1395	magnifico	Adjektiv	B1
1396	malattia	Substantiv	B1
1397	mancare	Verb	B1
1398	mandare	Verb	B1
1399	marca	Substantiv	B1
1400	marciapiede	Substantiv	B1
1401	master	Substantiv	B1
1402	massimo	Adjektiv	B1
1403	medio	Adjektiv	B1
1404	meglio	Adjektiv	B1
1405	mensile	Substantiv	B1
1406	mensola	Substantiv	B1
1407	mentre	Konjunktion	B1
1408	meraviglioso	Adjektiv	B1
1409	metallo	Substantiv	B1
1410	metropoli	Substantiv	B1
1411	migliorare	Verb	B1
1412	migliore	Adjektiv	B1
1413	minimo	Adjektiv	B1
1414	minore	Adjektiv	B1
1415	mite	Adjektiv	B1
1416	modo	Substantiv	B1
1417	modulo	Substantiv	B1
1418	moneta	Substantiv	B1
1419	monolocale	Substantiv	B1
1420	morte	Substantiv	B1
1421	motivo	Substantiv	B1
1422	motore	Substantiv	B1
1423	musicale	Adjektiv	B1
1424	nascondere	Verb	B1
1425	naturale	Adjektiv	B1
1426	navigare	Verb	B1
1427	ne	Pronominalpartikel	B1
1428	né	Konjunktion	B1
1429	neanche	Adverb	B1
1430	neanche	Konjunktion	B1
1431	necessario	Adjektiv	B1
1432	negativo	Adjektiv	B1
1433	nessuno	Adjektiv	B1
1434	notizia	Substantiv	B1
1435	novità	Substantiv	B1
1436	obbligatorio	Adjektiv	B1
1437	occasione	Substantiv	B1
1438	occupare	Verb	B1
1439	occuparsi	Verb	B1
1440	odiare	Verb	B1
1441	odio	Substantiv	B1
1442	offerta	Substantiv	B1
1443	onesto	Adjektiv	B1
1444	opera	Substantiv	B1
1445	opinione	Substantiv	B1
1446	oppure	Konjunktion	B1
1447	ordine	Substantiv	B1
1448	orribile	Adjektiv	B1
1449	ospitalità	Substantiv	B1
1450	osservare	Verb	B1
1451	ottimista	Adjektiv	B1
1452	ottimo	Adjektiv	B1
1453	ovale	Adjektiv	B1
1454	paese	Substantiv	B1
1455	parere	Substantiv	B1
1456	partecipare	Verb	B1
1457	particolarmente	Adverb	B1
1458	passaggio	Substantiv	B1
1459	passione	Substantiv	B1
1460	pazienza	Substantiv	B1
1461	pediatra	Substantiv	B1
1462	pedonale	Adjektiv	B1
1463	peggio	Adverb	B1
1464	peggio	Adjektiv	B1
1465	peggiorare	Verb	B1
1466	peggiore	Adjektiv	B1
1467	perciò	Konjunktion	B1
1468	perfetto	Adjektiv	B1
1469	periodo	Substantiv	B1
1470	permesso	Substantiv	B1
1471	però	Konjunktion	B1
1472	pesare	Verb	B1
1473	pessimista	Adjektiv	B1
1474	pessimo	Adjektiv	B1
1475	phon	Substantiv	B1
1476	piacevole	Adjektiv	B1
1477	piccante	Adjektiv	B1
1478	piegare	Verb	B1
1479	piegarsi	Verb	B1
1480	pieno	Substantiv	B1
1481	pillola	Substantiv	B1
1482	pittore	Substantiv	B1
1483	pittrice	Substantiv	B1
1484	pittura	Substantiv	B1
1485	piuttosto	Adverb	B1
1486	pizzico	Substantiv	B1
1487	plastica	Substantiv	B1
1488	plurale	Substantiv	B1
1489	poesia	Substantiv	B1
1490	poeta	Substantiv	B1
1491	poetessa	Substantiv	B1
1492	pompiere	Substantiv	B1
1493	pop	Substantiv	B1
1494	pop	Adjektiv	B1
1495	porto	Substantiv	B1
1496	positivo	Adjektiv	B1
1497	possibilità	Substantiv	B1
1498	postino	Substantiv	B1
1499	praticamente	Adverb	B1
1500	pratico	Adjektiv	B1
1501	precedente	Adjektiv	B1
1502	prefisso	Substantiv	B1
1503	pregare	Verb	B1
1504	premere	Verb	B1
1505	preposizione	Substantiv	B1
1506	presentare	Verb	B1
1507	preside	Substantiv	B1
1508	prestare	Verb	B1
1509	previsione	Substantiv	B1
1510	prezzemolo	Substantiv	B1
1511	probabile	Adjektiv	B1
1512	prodotto	Substantiv	B1
1513	profondo	Adjektiv	B1
1514	promettere	Verb	B1
1515	promuovere	Verb	B1
1516	pronome	Substantiv	B1
1517	pronuncia	Substantiv	B1
1518	proporre	Verb	B1
1519	proprio	Adverb	B1
1520	protagonista	Substantiv	B1
1521	pubblicità	Substantiv	B1
1522	pulizia	Substantiv	B1
1523	pure	Konjunktion	B1
1524	purtroppo	Adverb	B1
1525	quadrato	Adjektiv	B1
1526	quadro	Adjektiv	B1
1527	qualsiasi	Pronomen	B1
1528	qualsiasi	Adjektiv	B1
1529	quartiere	Substantiv	B1
1530	questura	Substantiv	B1
1531	quindi	Adverb	B1
1532	quindi	Konjunktion	B1
1533	quotidiano	Substantiv	B1
1534	racchetta	Substantiv	B1
1535	raccogliere	Verb	B1
1536	raccomandata	Substantiv	B1
1537	raccontare	Verb	B1
1538	raramente	Adverb	B1
1539	regista	Substantiv	B1
1540	rendere	Verb	B1
1541	reparto	Substantiv	B1
1542	restituire	Verb	B1
1543	rettangolare	Adjektiv	B1
1544	rettore	Substantiv	B1
1545	riassumere	Verb	B1
1546	ricetta	Substantiv	B1
1547	ricordo	Substantiv	B1
1548	ringraziare	Verb	B1
1549	riparare	Verb	B1
1550	risultato	Substantiv	B1
1551	ritirare	Verb	B1
1552	riuscire	Verb	B1
1553	rivista	Substantiv	B1
1554	rock	Substantiv	B1
1555	romantico	Adjektiv	B1
1556	romanzo	Substantiv	B1
1557	rompersi	Verb	B1
1558	rotondo	Adjektiv	B1
1559	rubare	Verb	B1
1560	ruota	Substantiv	B1
1561	sacco	Substantiv	B1
1562	salire	Verb	B1
1563	salita	Substantiv	B1
1564	saltare	Verb	B1
1565	salutare	Verb	B1
1566	sano	Adjektiv	B1
1567	sapore	Substantiv	B1
1568	sbagliarsi	Verb	B1
1569	sbucciare	Verb	B1
1570	scaffale	Substantiv	B1
1571	scaricare	Verb	B1
1572	scendere	Verb	B1
1573	schiera	Substantiv	B1
1574	schifo	Substantiv	B1
1575	sciopero	Substantiv	B1
1576	sciroppo	Substantiv	B1
1577	sconto	Substantiv	B1
1578	scoprire	Verb	B1
1579	scrittore	Substantiv	B1
1580	scrittrice	Substantiv	B1
1581	scultore	Substantiv	B1
